PROFILE_ID,PROFILE_NAME,DATA_TYPE,USER_DESCRIPTION,SELECT_VALUE
120,COMMON_OG_Local_Bundle_Onnet_Call_Revenue,numeric,"A numeric measure from the billing system representing the total revenue from outgoing local on-net calls made within a subscriber's bundle. | This numeric KPI helps assess bundle profitability and its contribution to ARPU, guiding tariff adjustments for local on-net call revenue. | This numeric value is used for segmentation based on on-net call revenue, enabling targeted campaigns for subscribers with high local bundle usage. | Show me the numeric local on-net revenue from bundle calls, or a subscriber's earnings from bundled same-network calls. | What is the numeric revenue from a subscriber's bundled on-net calls? Or, show local bundle on-net call revenue.",
121,COMMON_OG_Local_Bundle_Offnet_Call_Revenue,numeric,A numeric value from the billing system representing the total revenue from outgoing local offnet calls made using a subscriber's bundle. | This numeric KPI tracks offnet call revenue from bundles to assess tariff plan profitability and its contribution to overall subscriber ARPU. | Used for numeric segmentation of subscribers based on offnet call revenue to target them with specific cross-network campaign offers. | Show me the numeric local offnet revenue from a subscriber's bundle; income from calls to other networks within a package. | What is the customer's numeric offnet call revenue from their bundle? How much did they spend calling other networks?,
122,COMMON_OG_Local_PayG_Call_Revenue,numeric,"This numeric KPI represents the total revenue from a subscriber's outgoing local PayG calls, as recorded by the billing system. | This numeric value helps track PayG revenue streams and assess the profitability of the prepaid subscriber segment under current local call tariffs. | Use this numeric local call revenue for subscriber segmentation, identifying high-value PayG users for targeted retention campaigns and preventing churn. | Show me the numeric prepaid spend on local calls, PayG local call charges, or revenue from outgoing calls for a subscriber. | What is the numeric PayG call revenue generated by this prepaid subscriber from their local calls last month?",
123,COMMON_OG_Local_PayG_Onnet_Call_Revenue,numeric,"A numeric measure from the billing system representing the total revenue generated from outgoing local on-net calls by PayG subscribers. | This numeric KPI helps track PayG on-net call revenue contribution to ARPU, guiding pricing strategies for prepaid voice packs. | Used for numeric segmentation to identify high-value PayG subscribers based on their on-net call revenue, enabling targeted loyalty campaigns. | Show me the numeric local on-net call revenue from prepaid users; earnings from PayG same-network calls within the same city. | What is the numeric PayG revenue from a subscriber's local calls to other users on our network last month?",
124,COMMON_OG_Local_PayG_Offnet_Call_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing, local, pay-as-you-go (PayG) offnet calls. | This numeric KPI is used to evaluate PayG revenue from offnet calls, helping product managers optimize tariff plans and interconnect strategies to boost ARPU. | For analytical segmentation, this numeric field identifies subscribers with high offnet call revenue, enabling targeted campaigns to retain these valuable users. | Show me the numeric PayG revenue from local offnet calls; spend on calls to other networks; revenue from outgoing local PayG calls. | What is the subscriber's total numeric revenue from PayG offnet calls in the last billing cycle?",
125,COMMON_OG_Local_Free_Call_Revenue,numeric,"A numeric value from the billing system representing the notional revenue from outgoing local free calls made by a subscriber. | This numeric KPI helps assess the profitability of tariff plans by quantifying the 'lost' revenue from bundled free local calls. | This numeric metric is used for customer segmentation based on free call revenue impact, helping to refine ARPU calculations and personalize offers. | Show me the numeric value for 'free local call revenue', 'outgoing free call value', or 'notional revenue from local calls' per subscriber. | What is the numeric revenue value of a customer's free local calls under their current plan?",
126,COMMON_OG_Local_Free_Onnet_Call_Revenue,numeric,"A numeric measure from the billing system representing the notional revenue generated from outgoing local free on-net calls for a subscriber. | This numeric KPI is used to assess the financial impact of free on-net call promotions on a specific tariff plan's profitability. | A numeric metric for segmenting subscribers based on their on-net call revenue value, helping to analyze its contribution to overall ARPU. | Show me the numeric value for a subscriber's outgoing local free call revenue, or the notional value of free on-network calls. | What is the numeric free on-net call revenue for this customer's account last month?",
127,COMMON_OG_Local_Free_Offnet_Call_Revenue,numeric,A numeric value from the billing system representing the calculated revenue from free outgoing local offnet calls made by a subscriber. | This numeric KPI helps assess the cost of free offnet call promotions and their impact on overall tariff plan profitability and ARPU. | Used for numeric segmentation of subscribers based on offnet call behavior to analyze the impact of this revenue stream on interconnect costs. | Show me the numeric revenue from free offnet calls per subscriber; what is the value of local offnet free calls? | What is the numeric revenue value of a customer's free offnet calls last month?,
128,COMMON_OG_IDD_Call_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing IDD calls in a cycle. | This numeric KPI helps marketing teams track high-value subscribers and measure the contribution of IDD call revenue to overall ARPU. | A numeric metric used for customer segmentation to identify frequent international callers for targeted outgoing IDD roaming pack promotions. | Show me the numeric international call spending, total IDD revenue, or a subscriber's outgoing international call charges from the billing records. | What is the numeric value for the total outgoing IDD call revenue generated by this postpaid subscriber last month?",
129,COMMON_OG_IDD_Bundle_Call_Revenue,numeric,"A numeric value from the billing system representing the total revenue from outgoing IDD calls made within a subscriber's bundle. | This numeric KPI tracks IDD bundle revenue to assess the profitability of international calling offers and plan future marketing campaigns. | Use this numeric call revenue from the CRM for high-value segmentation and to personalize IDD bundle upsell offers. | Show me the numeric IDD bundle revenue per subscriber, or total earnings from bundled outgoing international calls. | What is the numeric IDD bundle revenue for customers on the new international plan?",
130,COMMON_OG_IDD_PayG_Call_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's Outgoing IDD PayG calls. | This numeric KPI helps marketing teams assess IDD PayG revenue and optimize international call tariffs for prepaid subscribers. | Used for high-value customer segmentation based on international call revenue, helping to predict churn risk for frequent IDD callers. This is a numeric metric. | Show me the numeric value for prepaid IDD call revenue, international PayG call spending, or total money from outbound international calls on an account. | What is the numeric PayG revenue from this subscriber's IDD calls last month?",
131,COMMON_OG_Roam_Call_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing roam calls within a cycle. | This numeric KPI tracks outgoing roam call revenue to assess profitability from international travelers and its contribution to overall subscriber ARPU. | Used as a numeric metric to segment high-value roamers and measure the effectiveness of targeted outgoing roam add-on pack campaigns. | Show me the numeric roam call revenue, money from roaming calls, or income from outbound roaming tariffs for this customer base. | What is the numeric value of the outgoing roam revenue generated by this subscriber in the last billing cycle?",
132,COMMON_OG_Roam_PayG_Call_Revenue,numeric,"A numeric value from the billing system representing the total Revenue generated from Outgoing Roam PayG Calls for a subscriber. | This numeric KPI helps track high-value roamers and their contribution to overall ARPU, influencing targeted Roam pack offers. | Used for numeric segmentation of subscribers based on their PayG roaming spend to identify potential candidates for roaming bundles. | Show me the numeric roaming Call Revenue for each subscriber, money from Pay-as-you-go roaming calls, Outgoing Roam earnings. | What is the numeric value of the customer's Outgoing Roam PayG revenue in the last billing cycle?",
133,COMMON_Data_Active_Flag,string,"A string field from the CRM indicating if a subscriber's Data Active Flag is 'Y' or 'N' for network session status. | This string 'Data Active Flag' from the billing system helps identify subscribers with an active data connection for targeted real-time offers. | This string 'Data Active Flag' helps segment subscribers for analyzing data adoption rates and identifying inactive data users for re-engagement campaigns. | Show me the 'Data Active Flag' status, user data session active, currently browsing flag, or GPRS active indicator, which is a string value. | Is the subscriber's Data Active Flag currently 'on' in the network? This is a string-based check.",
134,COMMON_Data_Volume,numeric,"A numeric measure of the total Data Volume, in GB or MB, consumed by a subscriber from the network over a billing period. | This numeric Data Volume from the billing system is used to identify heavy users for data plan upsell campaigns or fair-usage policy enforcement. | For analytical purposes, this numeric Data Volume helps in customer segmentation, predicting network load, and personalizing data pack offers. | Alternate queries for this numeric KPI include 'total data consumption', 'subscriber GB usage', 'internet volume', or 'mobile data usage from CRM'. | What was the subscriber's total numeric data volume last month according to the billing system?",
135,COMMON_Data_Bundle_Volume,numeric,"A numeric measure from the billing system representing the total allocated Data Bundle Volume (e.g., in GB) for a subscriber's plan. | This numeric value of the Data Bundle helps marketing teams identify subscribers for upsell campaigns to higher-volume plans. | Used for ARPU segmentation, this numeric Data Volume helps correlate bundle size with subscriber value and predict future data consumption. | Queries for this numeric value include 'plan data allowance', 'Data Bundle size', or 'total monthly data volume' from the subscriber's profile. | What is the subscriber's current numeric Data Bundle Volume for their active plan?",
136,COMMON_Data_PayG_Volume,numeric,"This numeric KPI represents the total volume of data consumed on a Pay-As-You-Go basis, measured in MB/GB from the billing system. | A numeric value used by the OCS to track Data PayG Volume for upselling customers to data packs and maximizing out-of-bundle revenue. | This numeric metric helps in segmenting high-value subscribers in the CRM based on their Data PayG Volume to predict potential churn. | Show me the numeric out-of-bundle data usage, PayG data consumption, or the subscriber's total PayG data volume from the charging gateway. | What is the numeric Data PayG Volume for a subscriber, as recorded by the online charging system last month?",
137,COMMON_Data_Free_Volume,numeric,"A numeric measure from the billing system representing the total volume of free data allowance (in MB/GB) allocated to a subscriber's plan. | This numeric value helps design upsell campaigns by identifying subscribers who frequently exhaust their free data volume and need a plan upgrade. | Used for customer segmentation in the CRM, this numeric data volume helps analyze usage patterns to personalize top-up offers for high-data users. | Show me the numeric free data allowance, complimentary data quota, bonus data volume, or plan's included data from the subscriber's profile. | What is the subscriber's numeric free data volume included in their current mobile plan?",
138,COMMON_Data_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's data usage. | This numeric KPI tracks Data Revenue to assess product profitability and its contribution to the overall subscriber ARPU for strategic planning. | Used for high-value customer segmentation based on Data Revenue, this numeric metric helps target users for data pack upsell campaigns. | Alternate numeric queries for Data Revenue include 'mobile data monetization', 'internet revenue', or 'revenue from a subscriber's data services'. | What is the total numeric Data Revenue generated from this subscriber in the last billing cycle?",
139,COMMON_Data_Bundle_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's data bundle purchases over a cycle. | This numeric KPI helps marketing teams track data bundle revenue to measure campaign effectiveness and its contribution to overall subscriber ARPU. | Used as a numeric feature in propensity models to identify high-value subscribers and for segmentation based on data revenue contribution. | Show me the numeric data bundle revenue, income from data packs, or total subscriber spend on data add-on plans. | What is the numeric revenue from data bundle purchases for this customer in the last billing cycle?",
140,COMMON_Data_PayG_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's pay-as-you-go data usage. | This numeric KPI tracks Data PayG Revenue to identify high-value subscribers and optimize data pack offers to boost overall ARPU. | Used for customer segmentation based on Data PayG Revenue, enabling targeted campaigns for subscribers who frequently run out of their data bundle. | Show me the numeric out-of-bundle data spend, subscriber's PayG data revenue, or total charges for extra data usage from our CRM. | What is the numeric Data Revenue from customers who exceeded their plan's data limit last month?",
141,COMMON_Data_Free_Revenue,numeric,"A numeric measure from the billing system representing the total Data Free Revenue generated from a subscriber's usage of zero-rated services. | This numeric KPI tracks Data Free Revenue to assess the financial impact of zero-rated partnerships and its contribution to subscriber ARPU. | Used for numeric segmentation of subscribers based on their Data Free Revenue, identifying targets for specific content or service bundle campaigns. | Show me the numeric revenue from free data services, income from zero-rated apps, or charges associated with sponsored data plans. | What is the numeric Data Free Revenue for subscribers on the social media pass plan last month?",
142,COMMON_Prepay_Product_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's prepay product purchases. | This numeric KPI tracks prepay product revenue to measure campaign effectiveness and its contribution to overall subscriber ARPU. | Used for numeric segmentation of high-value subscribers based on their prepay product revenue to predict future customer lifetime value (LTV). | Show me the numeric value for prepay recharge revenue, total spend on prepay products, or a customer's product revenue. | What is the numeric prepay product revenue for this subscriber in the last billing cycle?",
143,COMMON_Total_Revenue,numeric,"A numeric field from the billing system representing the total revenue generated from a subscriber over a specific period. | This numeric value helps identify high-value customers by tracking total revenue, impacting ARPU calculations and retention strategies. | Used for customer segmentation in the CRM, this numeric total revenue metric helps predict lifetime value and personalize offers. | Alternate numeric queries include 'customer's total revenue', 'subscriber's billing amount', or 'overall spend from CRM data'. | What is the numeric total revenue for this subscriber from the billing system?",
147,L_SENT_DATE,date,This is a Date field from the CRM system that records the exact Campaign Sent Date for a marketing communication. | Use the Campaign Sent Date (a Date type) to manage communication frequency and avoid sending multiple offers to a subscriber too closely. | Analyze campaign effectiveness by correlating the Sent Date (a Date field) with subscriber response rates to identify optimal outreach timing. | Date of campaign dispatch; offer sent date; communication send timestamp; when was the last campaign sent? (all are Date type). | When was the last marketing campaign sent to these customers? This is a Date field.,
148,L_ACTION_KEY,string,"A unique string identifier (Action Key) from the campaign management system that logs a specific customer interaction or campaign step. | Tracks a subscriber's response to a specific campaign action, a string value, helping the CRM system to personalize future offers. | Used in our analytics platform to segment users based on their string Campaign Action Key, revealing which marketing steps are most effective. | Show me the marketing campaign response code, offer action identifier, or the unique string key for a specific customer campaign interaction. | What was the last string campaign action key recorded for this subscriber in the billing system?",
149,L_PROMO_SENT_DATE,date,"A date data type field from the campaign management system indicating when a specific Campaign Promotion was sent to a subscriber. | Used in the CRM to track the date of a Campaign Promotion, helping to measure customer response time and offer effectiveness. | This date data type enables time-based segmentation to analyze how the timing of a Campaign Promotion impacts subscriber uptake and campaign ROI. | Alternate queries for this date data type include: 'Last Campaign Promotion date', 'Offer sent timestamp', or 'Date of last marketing contact'. | When did this subscriber receive the last Campaign Promotion? This query uses a date data type.",
150,COUNT_OF_ACTION_KEY,string,"A String value from the campaign platform representing the specific reason a marketing Campaign was Non Delivered to a subscriber's action key. | Tracks why a Campaign was Non Delivered, allowing marketing teams to update CRM records and improve future offer delivery success. (Data Type: String) | Analyzes Campaign Non Delivered reasons for segmentation, helping to diagnose issues with contact lists or delivery channels for better performance. (Data Type: String) | Failed Campaign delivery reason, undelivered SMS status, marketing message bounce code, reason for non-delivered offer. (Data Type: String) | Show me the reason for the Non Delivered status on the last Campaign for this subscriber. (Data Type: String)",
151,SUM_OF_RECHARGE_AMOUNT,numeric,"A numeric value from the billing system representing the total RechargeRevenue a subscriber generates after promotional discounts are applied. | This numeric KPI tracks total RechargeRevenue post-promo, crucial for evaluating campaign profitability and its impact on subscriber ARPU. | Used for numeric segmentation of high-value customers based on their SUMOfRechargeRevenue, helping to personalize future offers in the CRM. | Show me the numeric total top-up value, net RechargeRevenue_After_Promo, or sum of payments from a subscriber's prepaid account. | What is the subscriber's total numeric RechargeRevenue from their prepaid account after a promo campaign?",
152,Recharge_count,numeric,"A numeric measure from the billing system representing the total number of times a prepaid subscriber has performed a recharge. | This numeric KPI tracks the recharge count to identify high-value prepaid customers for targeted loyalty campaigns and special offers. | Analyzes the numeric recharge count to segment subscribers by engagement level, aiding in churn prediction models and CLV calculations. | Synonyms for this numeric KPI include 'number of top-ups', 'total recharge count', or 'frequency of voucher reloads' for a subscriber. | How many times did this prepaid subscriber recharge their account last month? This is a numeric value.",
153,Recharge_revenue,numeric,"A numeric value from the billing system representing the total monetary value of a prepaid subscriber's recharge transactions over a period. | This numeric KPI tracks recharge revenue to measure ARPU trends and assess the financial performance of the prepaid subscriber segment. | Used for customer segmentation in the CRM by analyzing recharge revenue patterns to identify high-value subscribers for loyalty campaigns (numeric). | Total top-up value, prepaid account recharge amount, sum of recharge revenue, customer top-up spend (numeric). | Show me the total recharge revenue generated by a prepaid subscriber in the last 30 days from the billing system (numeric).",
154,Recharge_Type,string,"A string data field from the billing system that categorizes the method of a subscriber's top-up, such as 'online' or 'voucher'. | Identifies the preferred recharge type (a string value) for prepaid subscribers, helping to optimize channel-specific marketing campaigns and commissions. | Used for customer segmentation based on recharge type (a string value) to analyze digital adoption and channel preference for targeted offers. | Method of top-up, channel of recharge, subscriber recharge type (string), or how the customer recharges their prepaid account. | What was the subscriber's last recharge type (string)? Was it through the app, a physical voucher, or online portal?",
155,Recharge_Channel,string,"A string data field from the CRM system identifying the specific platform or method used for a subscriber's Recharge, like USSD or SMS. | This string KPI tracks Recharge Channel preferences to drive digital adoption campaigns and optimize commissions for platforms like BMT-ETOPUP. | Used for segmentation based on the string value of the Recharge Channel, analyzing trends between digital (USSD) and physical top-up methods. | Top-up method, payment source for recharge, customer's preferred top-up channel; a string value from the billing system. | Which Recharge Channel did customers use for their last top-up? Show me users who recharged via USSD from the CRM.","arbor,CICM,NBO-ETOPUP,DTMF,SMS,DHOFAR-ETOPUP,CVAS,CHANNELVAS,QWIK,USSD,BMT-ETOPUP,NA,SMSGW,TIMWE,CC,BMTQ,UMAS,LMS,OAB-ETOPUP,ALIZ-ETOPUP,APPLE,CRMWEB"
156,Recharge_Payment_Method,string,"A string data field in the CRM system identifying the specific payment method used for a subscriber's recharge, such as 'Online Banking' or 'Voucher'. | This string value identifies popular recharge payment methods to inform marketing strategies and partnerships with banks or digital wallet providers from the billing system. | Used for customer segmentation in the analytics platform by their preferred recharge payment method (a string value) to analyze channel adoption and tailor digital campaigns. | Alternate queries for this string data: top-up channel, payment source for recharge, or how subscribers pay for their recharge in the billing system. | What string value represents the recharge payment method the customer used for their last top-up in the billing system?",
157,Product_Offer_Id,string,"The Product Offer Id is a unique string identifier from the CRM system that represents a specific marketing offer or product bundle. | This string value for the Product Offer Id helps track campaign effectiveness by linking subscribers to the specific promotions they have activated. | The string Offer Id is used for customer segmentation to analyze uptake rates and personalize future product recommendations from the billing system. | Show me the string promotion code, campaign identifier, or the subscriber's activated Product Id from the provisioning system. | What is the string Offer Id for this subscriber's current plan in the billing system?",
158,FCT_DT,date,"The specific date (a date data type) on which a system-recorded event, like a top-up or call, occurred for a subscriber. | This date field is used to trigger time-sensitive campaigns based on the event date, like a welcome offer after an activation. | This date data point helps analyze the timeline of customer interactions by tracking the event date for churn prediction models. | Transaction date, date of occurrence, activation date, recharge event date, or the specific date of a network event. | When was the customer's last recharge event date?",
159,event_timestamp,date,"A date data type field representing the exact event timestamp recorded in the network's CDR for any subscriber activity. | This date event timestamp is crucial for aligning marketing campaigns with a subscriber's billing cycle or recent network interactions. | Analyze the date event timestamp to map the customer journey, identify churn triggers, and measure campaign response times. | Date of activity, interaction timestamp, network event time, subscriber action date, CDR event time. | On what date did the last recharge event occur for this subscriber?",
162,Instant_msisdn,string,"A string data field representing the subscriber's phone number (msisdn) captured instantly by the activation system at the time of a new SIM registration. | The Instant msisdn (string) is used in our CRM to immediately identify and communicate with new subscribers for welcome offers and onboarding campaigns. | Used for real-time segmentation, this string value (Instant msisdn) helps analyze activation trends and track the initial journey of a new subscriber. | Alternate queries for this string data include 'new SIM msisdn', 'on-the-spot activation number', or 'customer's instant contact number'. | What is the new subscriber's Instant msisdn (string) from the provisioning system?",
163,date_period_id,numeric,"A numeric identifier (Date Period id) from the billing system that uniquely represents a specific time frame or cycle for reporting. | Used to define a specific numeric Date Period for a marketing campaign, ensuring all subscriber activity is tracked within the same time frame. | This numeric Period id allows for trend analysis by grouping subscriber data from the CRM system across consistent time intervals. | Show me the numeric Date Period id, time cycle identifier, or reporting window code used in the network data warehouse. | What is the numeric Period id for the last billing cycle to analyze subscriber churn?",
164,Instant_id,numeric,"A unique numeric identifier, the Instant Id, assigned by the provisioning system to a subscriber for a specific service or event. | This numeric Instant Id is used in the CRM to track subscribers' participation in real-time marketing campaigns and offer redemptions. | For analytics, this numeric Instant Id helps in the segmentation of users based on their interaction with specific network-triggered promotions. | Find the subscriber's numeric Instant Id, also known as a temporary session identifier or a real-time billing event ID. | What is the numeric Instant Id assigned to this customer for the recent data booster campaign?",
165,OG_Voice_Onnet_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing onnet voice calls. | This numeric KPI helps assess the contribution of onnet voice calls to a subscriber's overall ARPU and informs pricing strategies. | Used for customer segmentation based on OG voice onnet spending, identifying high-value users for targeted loyalty campaigns from the CRM. | Show me the numeric value for 'subscriber voice onnet revenue', 'outgoing same-network call charges', or 'on-network call spending'. | What is the numeric value for the onnet revenue generated by this subscriber's outgoing voice calls last month?",
166,OG_Voice_Offnet_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing offnet voice calls. | This numeric KPI tracks offnet voice revenue to manage interconnect charges and optimize cross-network tariff plans for profitability. | Used for customer segmentation based on high OG voice revenue, helping to analyze their contribution to overall ARPU as a numeric metric. | Show the numeric value for subscriber's offnet voice revenue, income from calls to other networks, or cross-network call billing. | What is the numeric offnet revenue from subscribers on the new unlimited plan?",
167,OG_Voice_Idd_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing international (IDD) voice calls. | This numeric KPI tracks IDD voice revenue to assess profitability from international callers and manage settlements with roaming partners. | Used for high-value customer segmentation based on numeric IDD revenue, enabling targeted campaigns for international calling packs. | Numeric value for international call revenue, subscriber's outgoing IDD voice charges, or total spend on international calls. | What is the customer's total numeric IDD revenue for their current plan?",
168,OG_Voice_Outbundle_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's out-of-bundle outgoing voice calls. | This numeric KPI tracks outbundle voice revenue to identify subscribers who frequently exceed their plan limits, impacting ARPU and offer strategy. | A numeric metric used for customer segmentation to target high-value users with upsell campaigns for larger voice plans based on their outbundle revenue. | Numeric queries like 'extra voice charges', 'revenue from calls outside the plan', or 'total outbundle voice revenue' for a subscriber's account. | What is the subscriber's numeric outbundle voice revenue from calls made beyond their plan's allowance?",
169,OG_Voice_Roaming_Revenue,numeric,"A numeric value from the billing system representing the total outgoing voice roaming revenue generated by a subscriber. | This numeric metric helps assess the contribution of outgoing voice roaming to a subscriber's ARPU and informs roaming pack strategies. | Used for high-value customer segmentation based on numeric roaming revenue, enabling targeted campaigns for frequent travelers from our CRM. | Show me the numeric OG voice roaming earnings per subscriber, or total revenue from customers making calls while abroad. | What is the total numeric roaming revenue generated by this subscriber's plan in the last billing cycle?",
170,OG_Voice_Local_Revenue,numeric,"Numeric value from the billing system representing the total revenue generated from a subscriber's outgoing local voice calls. | This numeric KPI helps product managers assess the contribution of OG Voice Local Revenue to overall ARPU and refine pricing plans. | Used for profitability analysis by segmenting subscribers based on their numeric OG Voice Local Revenue to identify high-value voice users. | Show me the numeric spend on local calls, outgoing voice revenue, or local call charges from the last billing cycle. | What is the numeric value of the OG Voice Local Revenue on the customer's last postpaid bill?",
171,OG_SMS_Onnet_Revenue,numeric,"A numeric field from the billing system representing the total revenue generated from outgoing (OG) SMS sent within the same network (Onnet). | This numeric KPI is used by marketing teams to assess the profitability of Onnet SMS bundles and optimize tariff plans to boost ARPU from messaging services. | Used analytically as a numeric metric for segmenting subscribers based on their OG SMS Onnet Revenue, identifying high-value users for targeted promotions. | Alternate numeric queries include 'On-network SMS income', 'total OG SMS Onnet Revenue', 'in-network text message charges', or 'value from same-network SMS'. | What is the subscriber's total numeric OG SMS Onnet Revenue from the core network?",
172,OG_SMS_Offnet_Revenue,numeric,"This numeric KPI represents the total revenue from outgoing (OG) SMS sent to other networks (Offnet), as recorded in the billing system. | A numeric value used to assess the profitability of Offnet SMS traffic, informing decisions on interconnect agreements and retail tariff plan pricing. | This numeric metric is used for customer segmentation based on SMS Offnet Revenue, helping to analyze its impact on overall subscriber ARPU. | Show me the numeric earnings from outbound SMS to other networks, or total OG SMS Offnet Revenue per subscriber for a campaign. | What was the customer's numeric Offnet SMS Revenue in the last billing cycle?",
173,OG_SMS_Idd_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing international (IDD) SMS messages. | This numeric KPI tracks Idd SMS revenue to evaluate the profitability of roaming partners and inform international SMS pricing strategies. | Used for customer segmentation based on Idd SMS revenue, enabling targeted campaigns for high-value international texters on our network. | Show me the subscriber's international SMS revenue, earnings from OG Idd texts, or total charges for outbound international SMS. | What is the total Idd SMS revenue generated by this customer through our core network last quarter?",
174,OG_SMS_Outbundle_Revenue,numeric,"This numeric KPI represents the total revenue from a subscriber's outgoing SMS sent outside their bundle, as recorded by the billing system. | A numeric value used to identify subscribers with high outbundle SMS revenue, signaling opportunities for plan upsell campaigns to increase ARPU. | This numeric metric supports customer segmentation in the CRM, identifying users with high SMS outbundle revenue for targeted marketing offers. | Show the numeric value for a subscriber's extra OG SMS charges, pay-as-you-go SMS revenue, or out-of-plan SMS revenue. | What is the numeric outbundle SMS revenue generated by this customer in the last billing cycle?",
175,OG_SMS_Roaming_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outgoing (OG) SMS while on a roaming network. | This numeric KPI tracks SMS roaming revenue to assess the profitability of roaming partners and inform international pricing strategies for subscribers. | Used for high-value traveler segmentation, this numeric KPI helps analyze the impact of SMS roaming revenue on overall subscriber ARPU. | Show the numeric value for SMS roaming revenue, income from texts abroad, or total charges for outbound roaming SMS on the subscriber's account. | What is the subscriber's total numeric revenue from sending SMS messages while roaming in the last billing cycle?",
176,OG_SMS_Local_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from outgoing local SMS sent by a subscriber. | This numeric KPI helps track Local Revenue from SMS, which is crucial for assessing its contribution to a subscriber's overall ARPU. | Used for numeric segmentation of subscribers based on their OG SMS Revenue, identifying high-value users for targeted retention campaigns. | Show me the numeric value for 'OG SMS charges', 'local text message revenue', or 'money from local SMS' in the CRM. | What is the numeric Local Revenue from SMS for this subscriber in the last billing cycle?",
177,Data_Outbundle_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's outbundle data usage. | This numeric metric tracks outbundle revenue to identify opportunities for upselling subscribers to higher-tier data tariff plans and boosting ARPU. | This numeric metric is used for customer segmentation based on outbundle data spending, enabling targeted campaigns for users exceeding data limits. | Show me the numeric PAYG data revenue, overage data charges, or extra data revenue generated by subscribers on the network. | What is the numeric outbundle revenue from a subscriber who exhausted their data plan last month?",
180,Data_Local_Revenue,numeric,"A numeric field representing the instantaneous local data revenue generated by a subscriber, captured from the online charging system (OCS). | A numeric value used to monitor real-time data revenue, helping product managers evaluate the performance of local data packs and promotions. | This numeric data revenue metric is used for real-time segmentation of high-value users and to trigger instant, personalized top-up offers. | Synonyms for this numeric KPI include 'instant data spending,' 'local data revenue,' or 'real-time data charges' within our network. | How much numeric revenue has this customer generated from local data usage on their current plan right now?",
181,Total_Voice_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's voice calls within a specific cycle. | This numeric KPI tracks voice revenue contribution to ARPU, helping product managers optimize pricing plans and voice-centric offers for profitability. | Used for high-value customer segmentation based on total voice revenue, this numeric field is crucial for LTV models and retention campaigns. | Show me the numeric voice revenue per user, total call spend, or voice ARPU from the last billing cycle for each subscriber. | What is the customer's total voice revenue on their current plan? This is a numeric value from their billing profile.",
182,Total_Data_Revenue,numeric,"A numeric value representing the total revenue generated from a subscriber's data usage, as recorded in the billing system. | This numeric KPI tracks total data revenue to assess plan profitability and its contribution to the overall subscriber ARPU. | Used for high-value customer segmentation by analyzing the numeric total data revenue to identify subscribers for premium data offers. | Show me the numeric data revenue per subscriber, total earnings from data, or the monetary value of data consumption. | What is the total data revenue for subscribers on the new unlimited plan? Give me the numeric value.",
183,Total_SMS_Revenue,numeric,"A numeric value from the billing system representing the total revenue generated from a subscriber's SMS usage within a cycle. | This numeric KPI tracks total SMS revenue contribution to ARPU, helping product managers assess the profitability of messaging services. | Used for numeric segmentation to identify high-value subscribers based on their total SMS revenue for targeted upselling campaigns from the CRM. | Show me the numeric SMS revenue per subscriber, income from text messages, or total earnings from a customer's SMS plan. | What is the customer's total revenue from SMS last month? This is a numeric value from our billing data.",
185,Total_Revenue,numeric,"A numeric field representing the total revenue generated by a subscriber, captured instantly from the billing system at the time of query. | This numeric value helps track the total revenue from high-value subscribers, influencing ARPU calculations and premium service upselling strategies in the CRM. | Used for real-time customer segmentation based on total revenue, this numeric metric helps identify subscribers for immediate, high-value marketing campaigns. | Show me the instant total revenue, current subscriber spending, or real-time customer value as a numeric figure from the billing platform. | What is the customer's instant total revenue right now? Give me the numeric value from their account.",
186,Total_Data_usage,numeric,"A numeric measure of the total data usage in GB/MB consumed by a subscriber over a specific billing cycle from network logs. | This numeric value of total data consumption helps identify subscribers nearing their plan limits for targeted FUP alerts or plan upgrade offers. | Used for numeric segmentation of subscribers based on data usage patterns to analyze impact on network traffic and predict future ARPU trends. | Synonyms for this numeric KPI include 'data consumption volume', 'total internet usage', or 'subscriber's mobile data usage' from the CRM system. | What was the customer's total data usage in GB last month according to their billing plan? This is a numeric value.",
